"","prob","acc","elap","v1","v2","v3","v4","v5","v6","v7","v8","v9","v10","v11","v12","v13","v14","v15","v16","v17","v18","v19","v20"
"214",0.4,0.952514441046551,15.0900000000038,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"215",0.4,0.953363914373089,14.9800000000032,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"216",0.4,0.949286442405708,15.0800000000017,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"217",0.4,0.955572545022086,14.5599999999977,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"218",0.4,0.951240231056745,14.4800000000032,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"219",0.4,0.949711179068977,14.3399999999965,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"220",0.4,0.948097179748556,14.489999999998,"B","A","B","A","A","E","D","A","A","A","B","C","B","A","E","E","A","B","B","B"
"221",0.4,0.945803601766904,14.5800000000017,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"222",0.4,0.940876656472987,14.2300000000032,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"223",0.4,0.946992864424057,14.3899999999994,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"224",0.4,0.946483180428135,14.3300000000017,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"225",0.4,0.950305810397553,14.6100000000006,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"226",0.4,0.950560652395515,14.4500000000044,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"227",0.4,0.946738022426096,14.25,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"228",0.4,0.947757390417941,14.4100000000035,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"229",0.4,0.951410125722052,14.3399999999965,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"230",0.4,0.950475705062861,14.3199999999997,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"231",0.4,0.944104655113829,14.4499999999971,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"232",0.4,0.954723071695549,14.4800000000032,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"233",0.4,0.952174651715936,14.3499999999985,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"234",0.4,0.951325178389399,14.4300000000003,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"235",0.4,0.94614339109752,14.5,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"236",0.4,0.94954128440367,14.4199999999983,"B","A","B","A","A","E","D","A","A","A","B","C","B","A","E","E","A","B","B","B"
"237",0.4,0.944869181107713,14.5199999999968,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"238",0.4,0.945973496432212,14.6399999999994,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"239",0.4,0.94682296975875,14.2699999999968,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"240",0.4,0.945718654434251,14.3099999999977,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"241",0.45,0.949119555143652,16.4400000000023,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"242",0.45,0.954958294717331,16.3600000000006,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"243",0.45,0.954031510658017,16.1699999999983,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"244",0.45,0.958572752548656,16.4599999999991,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"245",0.45,0.955699721964782,16.3899999999994,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"246",0.45,0.955236329935125,16.3700000000026,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"247",0.45,0.953660797034291,16.0900000000038,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"248",0.45,0.957089898053753,16.1700000000055,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"249",0.45,0.956163113994439,16.3199999999997,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"250",0.45,0.95227062094532,16.2699999999968,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"251",0.45,0.956441149212234,16.3600000000006,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"252",0.45,0.952734012974977,16.3300000000017,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"253",0.45,0.951529193697868,16.3299999999945,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"254",0.45,0.955236329935125,16.3499999999985,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"255",0.45,0.951899907321594,16.2999999999956,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"256",0.45,0.957275254865616,16.2099999999991,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"257",0.45,0.953382761816497,16.2200000000012,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"258",0.45,0.951807228915663,16.2799999999988,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"259",0.45,0.954402224281742,16.3600000000006,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"260",0.45,0.957738646895273,16.3700000000026,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"261",0.45,0.948100092678406,16.3100000000049,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"262",0.45,0.952734012974977,16.510000000002,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"263",0.45,0.952734012974977,17,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"264",0.45,0.955143651529194,16.5500000000029,"B","A","B","A","A","E","D","A","A","A","B","C","B","A","E","E","A","B","B","B"
"265",0.45,0.955236329935125,16.3199999999997,"B","A","B","A","A","E","D","A","A","A","B","C","B","A","E","E","A","B","B","B"
"266",0.45,0.954124189063948,16.3600000000006,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"267",0.45,0.950880444856348,16.3300000000017,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"268",0.45,0.953753475440222,16.3700000000026,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"269",0.45,0.950787766450417,16.3300000000017,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"270",0.45,0.94902687673772,16.1900000000023,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"271",0.5,0.958002038735984,18.0400000000009,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"272",0.5,0.962181447502548,18.260000000002,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"273",0.5,0.954943934760448,18.0800000000017,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"274",0.5,0.96085626911315,18.0800000000017,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"275",0.5,0.958409785932722,18.1599999999962,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"276",0.5,0.959021406727829,18.1800000000003,"B","A","B","A","A","E","D","A","A","A","B","C","B","A","E","E","A","B","B","B"
"277",0.5,0.957288481141692,18.239999999998,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"278",0.5,0.958919469928644,18.0499999999956,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"279",0.5,0.956065239551478,18.1299999999974,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"280",0.5,0.961875637104995,18.4099999999962,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"281",0.5,0.959123343527013,18.239999999998,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"282",0.5,0.951681957186544,18.1599999999962,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"283",0.5,0.958511722731906,18.3799999999974,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"284",0.5,0.956065239551478,18.3000000000029,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"285",0.5,0.955351681957187,18.2200000000012,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"286",0.5,0.955351681957187,18.1100000000006,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"287",0.5,0.960958205912334,18.0299999999988,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"288",0.5,0.954943934760448,18.1900000000023,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"289",0.5,0.958511722731906,18.0800000000017,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"290",0.5,0.958613659531091,18.1699999999983,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"291",0.5,0.956676860346585,18.1299999999974,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"292",0.5,0.957492354740061,17.989999999998,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"293",0.5,0.955759429153925,17.8300000000017,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"294",0.5,0.954230377166157,18.0600000000049,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"295",0.5,0.95677879714577,18.0400000000009,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"296",0.5,0.958919469928644,18.2000000000044,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"297",0.5,0.96085626911315,17.8899999999994,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"298",0.5,0.956676860346585,18.1299999999974,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"299",0.5,0.958307849133537,18.1800000000003,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"300",0.5,0.959531090723751,18.0999999999985,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"301",0.55,0.962727993655829,20.1399999999994,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"302",0.55,0.959669196782599,20.010000000002,"B","A","B","A","A","E","D","A","A","A","B","C","B","A","E","E","A","B","B","B"
"303",0.55,0.960009063101847,20,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"304",0.55,0.95751671009403,20.0200000000041,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"305",0.55,0.958989464144103,20.010000000002,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"306",0.55,0.961368528378838,20.0299999999988,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"307",0.55,0.960688795740342,20,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"308",0.55,0.959329330463351,20,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"309",0.55,0.960462218194177,20.010000000002,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"310",0.55,0.958876175371021,20.0400000000009,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"311",0.55,0.95796986518636,19.9799999999959,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"312",0.55,0.958649597824856,20.6399999999994,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"313",0.55,0.962161549790416,20.239999999998,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"314",0.55,0.962388127336581,20.1100000000006,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"315",0.55,0.960348929421094,19.9700000000012,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"316",0.55,0.960348929421094,19.989999999998,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"317",0.55,0.961934972244251,19.75,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"318",0.55,0.960009063101847,20.0400000000009,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"319",0.55,0.96148181715192,19.8600000000006,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"320",0.55,0.955817378497791,20.0400000000009,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"321",0.55,0.961368528378838,19.989999999998,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"322",0.55,0.960122351874929,20,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"323",0.55,0.959895774328764,19.9400000000023,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"324",0.55,0.964314036478985,20.1699999999983,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"325",0.55,0.959555908009516,20.4099999999962,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"326",0.55,0.959782485555681,20.0400000000009,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"327",0.55,0.959442619236434,19.8100000000049,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"328",0.55,0.954118046901552,19.75,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"329",0.55,0.958989464144103,19.6599999999962,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"330",0.55,0.96499376911748,19.989999999998,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"331",0.6,0.967877629063097,21.6599999999962,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"332",0.6,0.961121733588273,21.7199999999939,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"333",0.6,0.962651370299554,21.6300000000047,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"334",0.6,0.965455704270236,21.8199999999997,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"335",0.6,0.966985340981517,21.7800000000061,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"336",0.6,0.960739324410453,21.6500000000015,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"337",0.6,0.964690885914595,21.760000000002,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"338",0.6,0.963543658381134,21.8100000000049,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"339",0.6,0.964053537284895,21.7000000000044,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"340",0.6,0.960739324410453,21.6200000000026,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"341",0.6,0.965200764818356,21.6399999999994,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"342",0.6,0.963543658381134,21.5999999999985,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"343",0.6,0.961249203314213,21.4199999999983,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"344",0.6,0.961631612492033,21.5199999999968,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"345",0.6,0.964181007010835,21.6399999999994,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"346",0.6,0.961631612492033,21.9700000000012,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"347",0.6,0.962268961121734,21.739999999998,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"348",0.6,0.966093052899936,21.6899999999951,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"349",0.6,0.962268961121734,21.7900000000009,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"350",0.6,0.960866794136393,21.760000000002,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"351",0.6,0.964945825366475,21.7300000000032,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"352",0.6,0.963543658381134,21.8600000000006,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"353",0.6,0.966985340981517,21.9100000000035,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"354",0.6,0.961376673040153,21.8899999999994,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"355",0.6,0.966857871255577,22.489999999998,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"356",0.6,0.960611854684512,21.6100000000006,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"357",0.6,0.964435946462715,21.4800000000032,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"358",0.6,0.958954748247291,21.5299999999988,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"359",0.6,0.965328234544296,21.6600000000035,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"360",0.6,0.961249203314213,21.739999999998,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"361",0.65,0.968531468531469,23.6899999999951,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"362",0.65,0.966783216783217,23.6999999999971,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"363",0.65,0.968968531468531,23.5600000000049,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"364",0.65,0.965909090909091,23.5400000000009,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"365",0.65,0.965034965034965,23.5300000000061,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"366",0.65,0.966637529137529,23.6200000000026,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"367",0.65,0.967074592074592,23.5499999999956,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"368",0.65,0.961247086247086,23.5999999999985,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"369",0.65,0.962412587412587,23.7099999999991,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"370",0.65,0.959207459207459,23.7099999999991,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"371",0.65,0.964160839160839,23.489999999998,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"372",0.65,0.961829836829837,23.5999999999985,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"373",0.65,0.968385780885781,23.6899999999951,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"374",0.65,0.962995337995338,23.6399999999994,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"375",0.65,0.964452214452214,23.5,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"376",0.65,0.960810023310023,23.4199999999983,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"377",0.65,0.96780303030303,23.489999999998,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"378",0.65,0.964306526806527,23.4300000000003,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"379",0.65,0.965472027972028,23.4199999999983,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"380",0.65,0.961101398601399,23.25,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"381",0.65,0.96532634032634,23.3599999999933,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"382",0.65,0.967365967365967,23.2900000000009,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"383",0.65,0.963286713286713,23.2200000000012,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"384",0.65,0.966637529137529,23.4199999999983,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"385",0.65,0.965034965034965,23.4100000000035,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"386",0.65,0.968968531468531,23.3899999999994,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"387",0.65,0.962558275058275,23.4099999999962,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"388",0.65,0.968385780885781,23.2699999999968,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"389",0.65,0.966928904428904,23.5800000000017,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"390",0.65,0.965763403263403,23.5400000000009,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"391",0.7,0.965329707681849,25.3899999999994,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"392",0.7,0.968218898708362,25.3799999999974,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"393",0.7,0.967199184228416,25.8600000000006,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"394",0.7,0.969408565601632,25.739999999998,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"395",0.7,0.96617946974847,25.4100000000035,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"396",0.7,0.968898708361659,25,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"397",0.7,0.966349422161795,25.2999999999956,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"398",0.7,0.964819850441876,25.1399999999994,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"399",0.7,0.966349422161795,25.2099999999991,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"400",0.7,0.966859279401768,25.1999999999971,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"401",0.7,0.963970088375255,25.1300000000047,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"402",0.7,0.967029231815092,25.260000000002,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"403",0.7,0.967029231815092,25.3400000000038,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"404",0.7,0.966519374575119,25.0900000000038,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"405",0.7,0.968728755948335,25.2799999999988,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"406",0.7,0.96736913664174,25.4099999999962,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"407",0.7,0.969408565601632,25.25,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"408",0.7,0.970258327668253,25.2699999999968,"B","A","B","A","A","E","D","A","A","A","B","C","B","A","E","E","A","B","B","B"
"409",0.7,0.968048946295037,25.2300000000032,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"410",0.7,0.970088375254929,25.1900000000023,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"411",0.7,0.966519374575119,25.0699999999997,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"412",0.7,0.967029231815092,25.1600000000035,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"413",0.7,0.967199184228416,25.1500000000015,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"414",0.7,0.968728755948335,25.1399999999994,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"415",0.7,0.962610469068661,25.25,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"416",0.7,0.96617946974847,25.1999999999971,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"417",0.7,0.968218898708362,25.1600000000035,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"418",0.7,0.965159755268525,25.1999999999971,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"419",0.7,0.966859279401768,25.1199999999953,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"420",0.7,0.964309993201903,25.1399999999994,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"421",0.75,0.970828233374133,26.8600000000006,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"422",0.75,0.975928192574459,27.510000000002,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"423",0.75,0.971032231742146,27.0600000000049,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"424",0.75,0.968584251325989,27.1200000000026,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"425",0.75,0.972052223582211,27.3899999999994,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"426",0.75,0.969604243166055,27.2300000000032,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"427",0.75,0.968584251325989,27.4800000000032,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
"428",0.75,0.964096287229702,27.0900000000038,"B","A","B","A","A","E","D","B","A","A","B","C","B","A","E","E","A","B","B","B"
